date,origin,destination,vessel_type,estimated_charter_rate_usd_day,one_way_voyage_days,one_way_bunker_cost_usd,one_way_cost_usd_mt,commercial_voyage_days,commercial_bunker_cost_usd,estimated_spot_freight_usd_mt,estimated_freight_rate_usd_mt,estimated_freight_rate_inr_mt,calibration_status,methodology,data_type
2026-04-08,NEWCASTLE_AU,VIZAG,CAPESIZE,22795.7,20.53,801914.73,8.35,38.11,1383596.81,14.57,14.57,1344.27,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-08,NEWCASTLE_AU,VIZAG,PANAMAX,14506.36,20.53,515152.95,13.04,38.11,889138.82,22.74,22.74,2097.91,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-09,KALIMANTAN_ID,HALDIA,PANAMAX,14082.03,11.22,233017.2,7.01,20.83,402959.75,12.09,12.09,1120.58,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-09,KALIMANTAN_ID,PARADIP,CAPESIZE,22128.91,10.13,343663.47,4.22,19.46,596256.56,7.36,7.36,682.56,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-09,KALIMANTAN_ID,PARADIP,PANAMAX,14082.03,10.13,221425.57,6.63,19.46,384747.06,11.55,11.55,1070.93,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-09,KALIMANTAN_ID,VIZAG,CAPESIZE,22128.91,10.51,332197.62,4.21,19.58,574445.3,7.25,7.25,672.08,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-09,KALIMANTAN_ID,VIZAG,PANAMAX,14082.03,10.51,214480.51,6.61,19.58,371180.93,11.38,11.38,1055.14,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-09,NEWCASTLE_AU,HALDIA,PANAMAX,14082.03,21.08,514813.35,13.02,39.06,888353.63,22.69,22.69,2103.3,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-09,NEWCASTLE_AU,PARADIP,CAPESIZE,22128.91,19.98,783969.96,8.09,37.69,1354684.49,14.2,14.2,1316.08,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-09,NEWCASTLE_AU,PARADIP,PANAMAX,14082.03,19.98,503221.72,12.64,37.69,870140.93,22.16,22.16,2053.65,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-09,NEWCASTLE_AU,VIZAG,CAPESIZE,22128.91,20.53,779663.56,8.14,38.11,1345205.39,14.2,14.2,1315.89,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-09,NEWCASTLE_AU,VIZAG,PANAMAX,14082.03,20.53,500858.71,12.71,38.11,864467.39,22.16,22.16,2053.84,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-10,KALIMANTAN_ID,HALDIA,PANAMAX,14600.39,11.22,231061.26,7.07,20.83,399577.32,12.2,12.2,1130.76,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-10,KALIMANTAN_ID,PARADIP,CAPESIZE,22943.47,10.13,340778.77,4.25,19.46,591251.61,7.43,7.43,688.7,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-10,KALIMANTAN_ID,PARADIP,PANAMAX,14600.39,10.13,219566.93,6.68,19.46,381517.51,11.65,11.65,1080.36,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-10,KALIMANTAN_ID,VIZAG,CAPESIZE,22943.47,10.51,329409.16,4.24,19.58,569623.43,7.32,7.32,678.36,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-10,KALIMANTAN_ID,VIZAG,PANAMAX,14600.39,10.51,212680.17,6.66,19.58,368065.26,11.48,11.48,1064.8,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-10,NEWCASTLE_AU,HALDIA,PANAMAX,14600.39,21.08,510492.03,13.12,39.06,880896.82,22.87,22.87,2120.92,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-10,NEWCASTLE_AU,PARADIP,CAPESIZE,22943.47,19.98,777389.35,8.15,37.69,1343313.33,14.31,14.31,1327.05,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-10,NEWCASTLE_AU,PARADIP,PANAMAX,14600.39,19.98,498997.7,12.72,37.69,862837.01,22.33,22.33,2070.52,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-10,NEWCASTLE_AU,VIZAG,CAPESIZE,22943.47,20.53,773119.1,8.2,38.11,1333913.79,14.31,14.31,1327.09,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-10,NEWCASTLE_AU,VIZAG,PANAMAX,14600.39,20.53,496654.53,12.81,38.11,857211.09,22.34,22.34,2071.06,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-13,KALIMANTAN_ID,HALDIA,PANAMAX,15033.01,11.22,232495.61,7.16,20.83,402057.77,12.36,12.36,1154.27,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-13,KALIMANTAN_ID,PARADIP,CAPESIZE,23623.3,10.13,342894.22,4.31,19.46,594921.91,7.53,7.53,702.96,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-13,KALIMANTAN_ID,PARADIP,PANAMAX,15033.01,10.13,220929.93,6.76,19.46,383885.84,11.81,11.81,1102.56,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-13,KALIMANTAN_ID,VIZAG,CAPESIZE,23623.3,10.51,331454.03,4.29,19.58,573159.47,7.42,7.42,692.52,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-13,KALIMANTAN_ID,VIZAG,PANAMAX,15033.01,10.51,214000.42,6.74,19.58,370350.09,11.64,11.64,1086.84,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-13,NEWCASTLE_AU,HALDIA,PANAMAX,15033.01,21.08,513661.0,13.29,39.06,886365.15,23.19,23.19,2166.09,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-13,NEWCASTLE_AU,PARADIP,CAPESIZE,23623.3,19.98,782215.13,8.26,37.69,1351652.18,14.51,14.51,1355.29,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-13,NEWCASTLE_AU,PARADIP,PANAMAX,15033.01,19.98,502095.31,12.89,37.69,868193.22,22.64,22.64,2114.38,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-13,NEWCASTLE_AU,VIZAG,CAPESIZE,23623.3,20.53,777918.37,8.31,38.11,1342194.3,14.51,14.51,1355.46,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-13,NEWCASTLE_AU,VIZAG,PANAMAX,15033.01,20.53,499737.6,12.98,38.11,862532.38,22.65,22.65,2115.12,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-14,KALIMANTAN_ID,HALDIA,PANAMAX,15484.75,11.22,231843.63,7.22,20.83,400930.3,12.48,12.48,1165.07,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-14,KALIMANTAN_ID,PARADIP,CAPESIZE,24333.17,10.13,341932.65,4.34,19.46,593253.59,7.6,7.6,709.48,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-14,KALIMANTAN_ID,PARADIP,PANAMAX,15484.75,10.13,220310.38,6.82,19.46,382809.33,11.92,11.92,1112.61,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-14,KALIMANTAN_ID,VIZAG,CAPESIZE,24333.17,10.51,330524.54,4.33,19.58,571552.18,7.49,7.49,699.12,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-14,KALIMANTAN_ID,VIZAG,PANAMAX,15484.75,10.51,213400.3,6.8,19.58,369311.53,11.75,11.75,1097.02,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-14,NEWCASTLE_AU,HALDIA,PANAMAX,15484.75,21.08,512220.56,13.41,39.06,883879.55,23.41,23.41,2185.85,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-14,NEWCASTLE_AU,PARADIP,CAPESIZE,24333.17,19.98,780021.59,8.33,37.69,1347861.79,14.65,14.65,1367.62,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-14,NEWCASTLE_AU,PARADIP,PANAMAX,15484.75,19.98,500687.31,13.0,37.69,865758.58,22.85,22.85,2133.4,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-14,NEWCASTLE_AU,VIZAG,CAPESIZE,24333.17,20.53,775736.88,8.38,38.11,1338430.43,14.65,14.65,1367.96,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-14,NEWCASTLE_AU,VIZAG,PANAMAX,15484.75,20.53,498336.2,13.09,38.11,860113.61,22.86,22.86,2134.4,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-15,KALIMANTAN_ID,HALDIA,PANAMAX,15405.41,11.22,224671.87,7.11,20.83,388528.06,12.28,12.28,1146.32,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-15,KALIMANTAN_ID,PARADIP,CAPESIZE,24208.49,10.13,331355.43,4.27,19.46,574902.1,7.48,7.48,698.07,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-15,KALIMANTAN_ID,PARADIP,PANAMAX,15405.41,10.13,213495.38,6.71,19.46,370967.64,11.72,11.72,1094.76,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-15,KALIMANTAN_ID,VIZAG,CAPESIZE,24208.49,10.51,320300.22,4.26,19.58,553871.99,7.37,7.37,688.07,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-15,KALIMANTAN_ID,VIZAG,PANAMAX,15405.41,10.51,206799.06,6.7,19.58,357887.38,11.56,11.56,1079.71,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-15,NEWCASTLE_AU,HALDIA,PANAMAX,15405.41,21.08,496375.72,13.16,39.06,856537.94,22.98,22.98,2145.24,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-15,NEWCASTLE_AU,PARADIP,CAPESIZE,24208.49,19.98,755892.69,8.17,37.69,1306167.53,14.37,14.37,1342.14,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-15,NEWCASTLE_AU,PARADIP,PANAMAX,15405.41,19.98,485199.23,12.76,37.69,838977.52,22.42,22.42,2093.68,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-15,NEWCASTLE_AU,VIZAG,CAPESIZE,24208.49,20.53,751740.52,8.23,38.11,1297027.91,14.38,14.38,1342.61,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-15,NEWCASTLE_AU,VIZAG,PANAMAX,15405.41,20.53,482920.85,12.85,38.11,833507.17,22.44,22.44,2094.88,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-16,KALIMANTAN_ID,HALDIA,PANAMAX,14982.69,11.22,223237.52,7.02,20.83,386047.62,12.12,12.12,1129.21,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-16,KALIMANTAN_ID,PARADIP,CAPESIZE,23544.23,10.13,329239.99,4.22,19.46,571231.8,7.38,7.38,687.7,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-16,KALIMANTAN_ID,PARADIP,PANAMAX,14982.69,10.13,212132.38,6.63,19.46,368599.31,11.57,11.57,1078.66,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-16,KALIMANTAN_ID,VIZAG,CAPESIZE,23544.23,10.51,318255.35,4.21,19.58,550335.95,7.27,7.27,677.75,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-16,KALIMANTAN_ID,VIZAG,PANAMAX,14982.69,10.51,205478.81,6.61,19.58,355602.55,11.41,11.41,1063.68,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-16,NEWCASTLE_AU,HALDIA,PANAMAX,14982.69,21.08,493206.75,12.99,39.06,851069.62,22.66,22.66,2112.07,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-16,NEWCASTLE_AU,PARADIP,CAPESIZE,23544.23,19.98,751066.91,8.07,37.69,1297828.68,14.18,14.18,1321.4,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-16,NEWCASTLE_AU,PARADIP,PANAMAX,14982.69,19.98,482101.61,12.59,37.69,833621.31,22.12,22.12,2061.53,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-16,NEWCASTLE_AU,VIZAG,CAPESIZE,23544.23,20.53,746941.25,8.12,38.11,1288747.41,14.18,14.18,1321.75,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-16,NEWCASTLE_AU,VIZAG,PANAMAX,14982.69,20.53,479837.78,12.68,38.11,828185.89,22.13,22.13,2062.53,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-17,KALIMANTAN_ID,HALDIA,PANAMAX,15355.7,11.22,218673.66,7.01,20.83,378155.29,12.11,12.11,1125.41,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-17,KALIMANTAN_ID,PARADIP,CAPESIZE,24130.39,10.13,322509.03,4.22,19.46,559553.58,7.38,7.38,685.34,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-17,KALIMANTAN_ID,PARADIP,PANAMAX,15355.7,10.13,207795.57,6.62,19.46,361063.69,11.57,11.57,1074.82,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-17,KALIMANTAN_ID,VIZAG,CAPESIZE,24130.39,10.51,311748.97,4.21,19.58,539084.93,7.27,7.27,675.69,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-17,KALIMANTAN_ID,VIZAG,PANAMAX,15355.7,10.51,201278.01,6.61,19.58,348332.64,11.41,11.41,1060.3,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-17,NEWCASTLE_AU,HALDIA,PANAMAX,15355.7,21.08,483123.66,12.95,39.06,833670.41,22.62,22.62,2101.52,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-17,NEWCASTLE_AU,PARADIP,CAPESIZE,24130.39,19.98,735712.16,8.05,37.69,1271295.97,14.15,14.15,1314.72,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-17,NEWCASTLE_AU,PARADIP,PANAMAX,15355.7,19.98,472245.56,12.56,37.69,816578.81,22.08,22.08,2050.93,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-17,NEWCASTLE_AU,VIZAG,CAPESIZE,24130.39,20.53,731670.84,8.1,38.11,1262400.36,14.16,14.16,1315.3,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-17,NEWCASTLE_AU,VIZAG,PANAMAX,15355.7,20.53,470028.01,12.65,38.11,811254.51,22.09,22.09,2052.29,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-20,KALIMANTAN_ID,HALDIA,PANAMAX,15158.62,11.22,216065.75,6.95,20.83,373645.39,11.99,11.99,1116.73,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-20,KALIMANTAN_ID,PARADIP,CAPESIZE,23820.69,10.13,318662.77,4.18,19.46,552880.32,7.3,7.3,680.08,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-20,KALIMANTAN_ID,PARADIP,PANAMAX,15158.62,10.13,205317.38,6.55,19.46,356757.62,11.45,11.45,1066.65,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-20,KALIMANTAN_ID,VIZAG,CAPESIZE,23820.69,10.51,308031.03,4.17,19.58,532655.77,7.2,7.2,670.52,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-20,KALIMANTAN_ID,VIZAG,PANAMAX,15158.62,10.51,198877.56,6.55,19.58,344178.4,11.3,11.3,1052.27,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-20,NEWCASTLE_AU,HALDIA,PANAMAX,15158.62,21.08,477361.9,12.81,39.06,823728.01,22.37,22.37,2083.25,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-20,NEWCASTLE_AU,PARADIP,CAPESIZE,23820.69,19.98,726938.01,7.96,37.69,1256134.42,13.99,13.99,1303.27,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-20,NEWCASTLE_AU,PARADIP,PANAMAX,15158.62,19.98,466613.54,12.42,37.69,806840.25,21.83,21.83,2033.17,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-20,NEWCASTLE_AU,VIZAG,CAPESIZE,23820.69,20.53,722944.89,8.01,38.11,1247344.9,14.0,14.0,1303.85,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-20,NEWCASTLE_AU,VIZAG,PANAMAX,15158.62,20.53,464422.43,12.51,38.11,801579.45,21.85,21.85,2034.5,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-21,KALIMANTAN_ID,HALDIA,PANAMAX,15205.74,11.22,213718.63,6.92,20.83,369586.48,11.95,11.95,1117.06,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-21,KALIMANTAN_ID,PARADIP,CAPESIZE,23894.74,10.13,315201.13,4.16,19.46,546874.37,7.28,7.28,680.27,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-21,KALIMANTAN_ID,PARADIP,PANAMAX,15205.74,10.13,203087.02,6.53,19.46,352882.16,11.41,11.41,1066.94,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-21,KALIMANTAN_ID,VIZAG,CAPESIZE,23894.74,10.51,304684.89,4.15,19.58,526869.53,7.17,7.17,670.8,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-21,KALIMANTAN_ID,VIZAG,PANAMAX,15205.74,10.51,196717.15,6.52,19.58,340439.59,11.26,11.26,1052.69,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-21,NEWCASTLE_AU,HALDIA,PANAMAX,15205.74,21.08,472176.32,12.75,39.06,814779.85,22.27,22.27,2082.04,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-21,NEWCASTLE_AU,PARADIP,CAPESIZE,23894.74,19.98,719041.28,7.92,37.69,1242489.02,13.93,13.93,1302.48,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-21,NEWCASTLE_AU,PARADIP,PANAMAX,15205.74,19.98,461544.71,12.36,37.69,798075.54,21.73,21.73,2031.91,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-21,NEWCASTLE_AU,VIZAG,CAPESIZE,23894.74,20.53,715091.54,7.97,38.11,1233794.98,13.94,13.94,1303.13,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-21,NEWCASTLE_AU,VIZAG,PANAMAX,15205.74,20.53,459377.41,12.45,38.11,792871.88,21.75,21.75,2033.35,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-22,KALIMANTAN_ID,HALDIA,PANAMAX,15258.13,11.22,215935.35,6.96,20.83,373419.89,12.02,12.02,1127.12,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-22,KALIMANTAN_ID,PARADIP,CAPESIZE,23977.05,10.13,318470.46,4.18,19.46,552546.65,7.32,7.32,686.39,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-22,KALIMANTAN_ID,PARADIP,PANAMAX,15258.13,10.13,205193.47,6.57,19.46,356542.32,11.48,11.48,1076.52,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-22,KALIMANTAN_ID,VIZAG,CAPESIZE,23977.05,10.51,307845.13,4.18,19.58,532334.31,7.22,7.22,676.78,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-22,KALIMANTAN_ID,VIZAG,PANAMAX,15258.13,10.51,198757.54,6.56,19.58,343970.69,11.32,11.32,1062.06,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-22,NEWCASTLE_AU,HALDIA,PANAMAX,15258.13,21.08,477073.82,12.84,39.06,823230.89,22.42,22.42,2102.56,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-22,NEWCASTLE_AU,PARADIP,CAPESIZE,23977.05,19.98,726499.3,7.97,37.69,1255376.34,14.02,14.02,1315.34,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-22,NEWCASTLE_AU,PARADIP,PANAMAX,15258.13,19.98,466331.94,12.45,37.69,806353.32,21.88,21.88,2051.95,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-22,NEWCASTLE_AU,VIZAG,CAPESIZE,23977.05,20.53,722508.59,8.03,38.11,1246592.12,14.03,14.03,1315.96,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-22,NEWCASTLE_AU,VIZAG,PANAMAX,15258.13,20.53,464142.15,12.53,38.11,801095.69,21.89,21.89,2053.35,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-23,KALIMANTAN_ID,HALDIA,PANAMAX,15134.41,11.22,221411.98,7.02,20.83,382890.69,12.12,12.12,1140.24,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-23,KALIMANTAN_ID,PARADIP,CAPESIZE,23782.65,10.13,326547.6,4.22,19.46,566560.52,7.38,7.38,694.4,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-23,KALIMANTAN_ID,PARADIP,PANAMAX,15134.41,10.13,210397.66,6.62,19.46,365585.06,11.57,11.57,1089.11,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-23,KALIMANTAN_ID,VIZAG,CAPESIZE,23782.65,10.51,315652.8,4.21,19.58,545835.54,7.27,7.27,684.46,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-23,KALIMANTAN_ID,VIZAG,PANAMAX,15134.41,10.51,203798.49,6.61,19.58,352694.59,11.41,11.41,1074.15,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2026-04-23,NEWCASTLE_AU,HALDIA,PANAMAX,15134.41,21.08,489173.51,12.97,39.06,844109.94,22.65,22.65,2131.3,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
